DD HH:MM,Previsão,Medição
18/05/2024 21:30,0.16,2.3600000000000003
18/05/2024 21:35,0.16,2.3600000000000003
18/05/2024 21:40,0.16,2.3600000000000003
18/05/2024 21:45,0.16,2.3600000000000003
18/05/2024 21:50,0.16,2.34
18/05/2024 21:55,0.16,2.33
18/05/2024 22:00,0.20,2.33
18/05/2024 22:05,0.20,2.35
18/05/2024 22:10,0.20,2.38
18/05/2024 22:15,0.20,2.35
18/05/2024 22:20,0.20,2.3600000000000003
18/05/2024 22:25,0.20,2.3600000000000003
18/05/2024 22:30,0.20,2.37
